#Contest ID,Contest Title,Contest Seq Nbr,Contest Type,Contest Party,Mail Blank Votes,In-Person Blank Votes,Mail Over Votes,In-Person Over Votes,Mail Invalid Votes,In-Person Invalid Votes,Registered Voters,Total Precincts,Counted Precincts,Candidate ID,Candidate Name,Candidate Seq Nbr,Candidate Party,Mail Votes,In-Person Votes,Total Votes
"146","State Representative, Dist 38","37","OF",,"0","0","0","0","0","0","0","8","0","2","(R) CHEAPE MATSUMOTO, Lauren","1",,"0","0","0",
"146","State Representative, Dist 38","37","OF",,"0","0","0","0","0","0","0","8","0","1","(D) OZAWA, Alexander Kekuanao'a","2",,"0","0","0",
"147","State Representative, Dist 39","38","OF",,"0","0","0","0","0","0","0","12","0","2","(R) PIERICK, Elijah","1",,"15","0","15",
"147","State Representative, Dist 39","38","OF",,"0","0","0","0","0","0","0","12","0","1","(D) ROSENLEE, Corey","2",,"10","0","10",
"87","State Representative, Dist 40","39","OF",,"6","0","2","0","0","0","0","8","0","1","(D) MARTINEZ, Rose","1",,"25","0","25",
"87","State Representative, Dist 40","39","OF",,"6","0","2","0","0","0","0","8","0","3","(R) REYES ODA, Julie","2",,"13","0","13",
"87","State Representative, Dist 40","39","OF",,"6","0","2","0","0","0","0","8","0","2","(W) ULUFANUA, Christian P.","3",,"4","0","4",
"88","State Representative, Dist 41","40","OF",,"3","0","0","0","0","0","0","10","0","1","(R) ALCOS, David A., III","1",,"12","0","12",
"88","State Representative, Dist 41","40","OF",,"3","0","0","0","0","0","0","10","0","2","(D) CLARK, John H., III","2",,"5","0","5",
"216","State Representative, Dist 42","41","OF",,"0","0","0","0","0","0","0","8","0","1","(R) GARCIA, Diamond","1",,"0","10","10",
"216","State Representative, Dist 42","41","OF",,"0","0","0","0","0","0","0","8","0","2","(D) PARIS, Anthony Makana","2",,"0","0","0",
"247","State Representative, Dist 45","42","OF",,"0","0","0","0","0","0","0","8","0","1","(D) DESOTO, Desire Auguste","1",,"0","0","0",
"247","State Representative, Dist 45","42","OF",,"0","0","0","0","0","0","0","8","0","2","(R) MURAOKA, Chris","2",,"0","0","0",
"90","State Representative, Dist 46","43","OF",,"0","0","0","0","0","0","0","14","0","2","(R) GABRIEL, Daniel Michael","1",,"0","0","0",
"90","State Representative, Dist 46","43","OF",,"0","0","0","0","0","0","0","14","0","1","(D) PERRUSO, Amy A.","2",,"0","0","0",
"215","State Representative, Dist 47","44","OF",,"0","0","0","0","0","0","0","8","0","2","(R) AGUIRRE, John W. (Johnny)","1",,"0","0","0",
"215","State Representative, Dist 47","44","OF",,"0","0","0","0","0","0","0","8","0","1","(D) QUINLAN, Sean","2",,"0","0","0",
"92","State Representative, Dist 48","45","OF",,"10","0","0","0","0","0","0","10","0","1","(G) DAILY, Asheemo N. (Koda)","1",,"6","0","6",
"92","State Representative, Dist 48","45","OF",,"10","0","0","0","0","0","0","10","0","2","(D) KITAGAWA, Lisa C.","2",,"9","0","9",
"251","State Representative, Dist 49","46","OF",,"0","0","0","0","0","0","0","12","0","1","(D) MATAYOSHI, Scot","1",,"0","0","0",
"251","State Representative, Dist 49","46","OF",,"0","0","0","0","0","0","0","12","0","2","(R) UBANDO, Josiah (BrahKruz)","2",,"0","0","0",
"66","State Representative, Dist 50","47","OF",,"0","0","0","0","0","0","0","10","0","2","(R) CONNELLY, Timothy D.","1",,"0","0","0",
"66","State Representative, Dist 50","47","OF",,"0","0","0","0","0","0","0","10","0","1","(D) LEE, Mike","2",,"0","0","0",
"286","Molokai Resident Trustee","48","OF",,"78","19","18","0","0","0","0","494","0","1","ALAPA, Luana","1",,"145","54","199",
"286","Molokai Resident Trustee","48","OF",,"78","19","18","0","0","0","0","494","0","2","NIHIPALI, R. Kunani","2",,"116","59","175",
"292","Kauai Resident Trustee","49","OF",,"89","17","15","2","0","0","0","494","0","1","AHUNA, Dan","1",,"121","52","173",
"292","Kauai Resident Trustee","49","OF",,"89","17","15","2","0","0","0","494","0","2","LINDSEY, Laura A.","2",,"132","61","193",
"115","At-Large Trustee","50","OF",,"80","10","16","3","0","0","0","494","0","2","AHU ISA, Lei","1",,"127","62","189",
"115","At-Large Trustee","50","OF",,"80","10","16","3","0","0","0","494","0","1","AKINA, Keli'i","2",,"134","57","191",
"125","Mayor","51","OF",,"7","7","7","0","0","0","0","84","0","1","ALAMEDA, C. Kimo","1",,"39","16","55",
"125","Mayor","51","OF",,"7","7","7","0","0","0","0","84","0","2","ROTH, Mitch","2",,"28","17","45",
"293","Councilmember, Dist 5","52","OF",,"0","0","0","0","0","0","0","10","0","2","KANEALI'I-KLEINFELDER, Matt","1",,"0","0","0",
"293","Councilmember, Dist 5","52","OF",,"0","0","0","0","0","0","0","10","0","1","RODENHURST, Ikaika","2",,"0","0","0",
"288","Councilmember, Dist 9","53","OF",,"0","0","0","0","0","0","0","8","0","1","EVANS, Cindy","1",,"0","0","0",
"288","Councilmember, Dist 9","53","OF",,"0","0","0","0","0","0","0","8","0","2","HUSTACE, James E.","2",,"0","0","0",
"263","Councilmember (East Maui)","54","OF",,"5","0","0","0","0","0","0","68","0","1","SINENCI, Shane","1",,"16","30","46",
"254","Councilmember (West Maui)","55","OF",,"2","1","3","0","0","0","0","68","0","1","ACQUINTAS, Lorien (Lolo)","1",,"7","11","18",
"254","Councilmember (West Maui)","55","OF",,"2","1","3","0","0","0","0","68","0","2","PALTIN, Tamara Akiko Maile","2",,"9","18","27",
"253","Councilmember (Wailuku-Waihee-Waikapu)","56","OF",,"4","0","2","0","0","0","0","68","0","1","FORREST, James (Nahele)","1",,"7","21","28",
"253","Councilmember (Wailuku-Waihee-Waikapu)","56","OF",,"4","0","2","0","0","0","0","68","0","2","LEE, Alice L.","2",,"8","9","17",
"129","Councilmember (Kahului)","57","OF",,"2","0","3","0","0","0","0","68","0","2","KAMA, Tasha","1",,"10","11","21",
"129","Councilmember (Kahului)","57","OF",,"2","0","3","0","0","0","0","68","0","1","KAMEKONA, Carol Lee","2",,"6","19","25",
"130","Councilmember (South Maui)","58","OF",,"4","0","1","0","0","0","0","68","0","2","COOK, Tom","1",,"12","11","23",
"130","Councilmember (South Maui)","58","OF",,"4","0","1","0","0","0","0","68","0","1","KING, Kelly Takaya","2",,"4","19","23",
"131","Councilmember (Makawao-Haiku-Paia)","59","OF",,"2","0","3","0","0","0","0","68","0","2","BOONE, Nara","1",,"5","21","26",
"131","Councilmember (Makawao-Haiku-Paia)","59","OF",,"2","0","3","0","0","0","0","68","0","1","UU-HODGINS, Nohe","2",,"11","9","20",
"132","Councilmember (Upcountry)","60","OF",,"4","0","1","0","0","0","0","68","0","2","CRUZ, Jocelyn N.","1",,"7","21","28",
"132","Councilmember (Upcountry)","60","OF",,"4","0","1","0","0","0","0","68","0","1","SUGIMURA, Yuki Lei Kashiwa","2",,"9","9","18",
"258","Councilmember (Lanai)","61","OF",,"3","0","0","0","0","0","0","68","0","1","JOHNSON, Gabe","1",,"18","30","48",
"282","Councilmember (Molokai)","62","OF",,"4","0","3","0","0","0","0","68","0","2","PELE, John","1",,"11","11","22",
"282","Councilmember (Molokai)","62","OF",,"4","0","3","0","0","0","0","68","0","1","RAWLINS-FERNANDEZ, Keani","2",,"3","19","22",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","12","APILADO, Abe, Jr. (Aba-G)","1",,"2","1","3",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","13","BULOSAN, Addison","2",,"5","6","11",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","2","CARVALHO, Bernard P., Jr.","3",,"4","17","21",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","6","COWDEN, Felicia","4",,"3","4","7",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","7","CUMMINGS, Sherri","5",,"2","6","8",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","10","DECOSTA, Billy D.","6",,"2","16","18",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","8","HOLLAND, Fern Anuenue","7",,"4","5","9",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","9","KAGAWA, Ross","8",,"4","16","20",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","11","KANESHIRO, Arryl J.","9",,"7","15","22",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","5","KEAHIOLALO, W. Butch","10",,"3","16","19",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","3","KUALII, KipuKai","11",,"4","15","19",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","14","NELSON, Jacquelyn (Jakki)","12",,"2","4","6",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","1","RAPOZO, Mel","13",,"10","5","15",
"136","Councilmember","63","OF",,"48","18","0","1","0","0","0","32","0","4","THOMAS, Bart","14",,"5","3","8",
"297","Question #1","64","MS",,"39","9","15","0","0","0","0","494","0","2","YES","1",,"190","71","261",
"297","Question #1","64","MS",,"39","9","15","0","0","0","0","494","0","1","NO","2",,"113","52","165",
"296","Question #2","65","MS",,"45","10","20","0","0","0","0","494","0","2","YES","1",,"169","80","249",
"296","Question #2","65","MS",,"45","10","20","0","0","0","0","494","0","1","NO","2",,"123","42","165",
"301","1. Hawai'i: County Council Vacancy in Office","66","MS",,"9","2","4","0","0","0","0","84","0","2","YES","1",,"39","19","58",
"301","1. Hawai'i: County Council Vacancy in Office","66","MS",,"9","2","4","0","0","0","0","84","0","1","NO","2",,"29","19","48",
"310","2. Hawai'i: Mayoral Appointment of Department Heads","67","MS",,"7","4","4","0","0","0","0","84","0","2","YES","1",,"43","19","62",
"310","2. Hawai'i: Mayoral Appointment of Department Heads","67","MS",,"7","4","4","0","0","0","0","84","0","1","NO","2",,"27","17","44",
"302","3. Hawai'i: Term of Office for the Cost of Government Commission","68","MS",,"7","3","4","0","0","0","0","84","0","1","YES","1",,"37","19","56",
"302","3. Hawai'i: Term of Office for the Cost of Government Commission","68","MS",,"7","3","4","0","0","0","0","84","0","2","NO","2",,"33","18","51",
"312","Maui: Salary Commission","69","MS",,"3","1","0","0","0","0","0","68","0","2","YES","1",,"7","19","26",
"312","Maui: Salary Commission","69","MS",,"3","1","0","0","0","0","0","68","0","1","NO","2",,"11","10","21",
"308","Maui: Independent Staffing for Board of Ethics","70","MS",,"4","1","2","0","0","0","0","68","0","1","YES","1",,"6","19","25",
"308","Maui: Independent Staffing for Board of Ethics","70","MS",,"4","1","2","0","0","0","0","68","0","2","NO","2",,"9","10","19",
"298","Maui: Board and Commission Terms","71","MS",,"2","1","1","0","0","0","0","68","0","1","YES","1",,"7","19","26",
"298","Maui: Board and Commission Terms","71","MS",,"2","1","1","0","0","0","0","68","0","2","NO","2",,"11","10","21",
"299","Relating to Police Commission Investigations.","72","MS",,"3","1","0","0","0","0","0","32","0","1","YES","1",,"10","14","24",
"299","Relating to Police Commission Investigations.","72","MS",,"3","1","0","0","0","0","0","32","0","2","NO","2",,"2","7","9",
"309","Relating to Cost Control Commission Reports.","73","MS",,"3","1","0","0","0","0","0","32","0","1","YES","1",,"8","14","22",
"309","Relating to Cost Control Commission Reports.","73","MS",,"3","1","0","0","0","0","0","32","0","2","NO","2",,"4","7","11",
"305","Relating to the Public Access, Open Space & Natural Resources Preservation Fund.","74","MS",,"2","1","1","0","0","0","0","32","0","2","YES","1",,"9","17","26",
"305","Relating to the Public Access, Open Space & Natural Resources Preservation Fund.","74","MS",,"2","1","1","0","0","0","0","32","0","1","NO","2",,"3","4","7",
"307","Relating to Surety Bonds.","75","MS",,"2","1","0","0","0","0","0","32","0","2","YES","1",,"8","13","21",
"307","Relating to Surety Bonds.","75","MS",,"2","1","0","0","0","0","0","32","0","1","NO","2",,"5","8","13",
"300","Relating to Ex-officio Youth Position on County Boards and Commissions.","76","MS",,"3","2","0","0","0","0","0","32","0","1","YES","1",,"9","15","24",
"300","Relating to Ex-officio Youth Position on County Boards and Commissions.","76","MS",,"3","2","0","0","0","0","0","32","0","2","NO","2",,"3","5","8",
"313","Charter Question #1","77","MS",,"25","4","8","0","0","0","0","308","0","1","YES","1",,"122","10","132",
"313","Charter Question #1","77","MS",,"25","4","8","0","0","0","0","308","0","2","NO","2",,"85","26","111",
"306","Charter Question #2","78","MS",,"20","3","9","0","0","0","0","308","0","1","YES","1",,"115","28","143",
"306","Charter Question #2","78","MS",,"20","3","9","0","0","0","0","308","0","2","NO","2",,"96","9","105",
"303","Charter Question #3","79","MS",,"29","4","7","0","0","0","0","308","0","1","YES","1",,"121","27","148",
"303","Charter Question #3","79","MS",,"29","4","7","0","0","0","0","308","0","2","NO","2",,"83","9","92",
"314","Charter Question #4","80","MS",,"23","4","8","1","0","0","0","308","0","1","YES","1",,"112","27","139",
"314","Charter Question #4","80","MS",,"23","4","8","1","0","0","0","308","0","2","NO","2",,"97","8","105",
